date,StartPoint,Gyeonggi,Chungcheong,Jeolla,Gyeongsang,Gangwon
20141003,경기,530106.0,108916.0,8343.0,14992.0,81491.0
20141003,경상,9450.0,6876.0,26450.0,415497.0,2441.0
20141003,전라,4276.0,6689.0,169308.0,24391.0,1224.0
20141003,충청,101596.0,158742.0,9630.0,10796.0,9651.0
20141004,강원,66230.0,7063.0,747.0,1378.0,134002.0
20141004,경기,510923.0,106665.0,4217.0,7039.0,65799.0
20141004,경상,9298.0,7362.0,24264.0,429805.0,1412.0
20141004,전라,4626.0,7513.0,168193.0,22946.0,710.0
20141004,충청,107108.0,157308.0,6029.0,6007.0,7447.0
20141005,강원,69256.0,6921.0,1019.0,1969.0,98614.0
20141005,경기,427157.0,89698.0,3830.0,7409.0,46058.0
20141005,경상,12249.0,8354.0,18955.0,359123.0,1422.0
20141005,전라,7043.0,7491.0,143246.0,20669.0,629.0
20141005,충청,95519.0,131283.0,5123.0,5063.0,5195.0
20141006,강원,46842.0,5606.0,577.0,969.0,75822.0
20141006,경기,601503.0,104742.0,3012.0,6271.0,50113.0
20141006,경상,6711.0,4581.0,12516.0,372244.0,1033.0
20141006,전라,3088.0,4404.0,122431.0,11864.0,593.0
20141006,충청,94089.0,154552.0,4257.0,4687.0,6613.0
20141007,강원,45633.0,5622.0,520.0,1209.0,74506.0
20141007,경기,614446.0,95884.0,3034.0,6872.0,47071.0
20141007,경상,7280.0,5096.0,12316.0,373635.0,1198.0
20141007,전라,2788.0,4022.0,122218.0,11621.0,553.0
20141007,충청,93633.0,155881.0,4555.0,5456.0,6322.0
20141008,강원,49755.0,6243.0,601.0,1246.0,82010.0
20141008,경기,638844.0,105468.0,3740.0,7465.0,54613.0
20141008,경상,8355.0,5441.0,13373.0,400168.0,1221.0
20141008,전라,3140.0,4724.0,132891.0,13345.0,569.0
20141008,충청,103243.0,167141.0,5345.0,6172.0,6899.0
20141009,강원,54773.0,5851.0,665.0,1142.0,91113.0
20141009,경기,506979.0,95705.0,4598.0,8751.0,61120.0
20141009,경상,6603.0,4818.0,17082.0,361504.0,1195.0
20141009,전라,2964.0,4660.0,142465.0,16277.0,642.0
20141009,충청,94450.0,142239.0,5521.0,5892.0,7149.0
20141010,강원,56357.0,6581.0,601.0,1180.0,95578.0
20141010,경기,620083.0,107809.0,4005.0,7160.0,61355.0
20141010,경상,7800.0,5617.0,15412.0,392462.0,1328.0
20141010,전라,3515.0,4897.0,138993.0,14819.0,666.0
20141010,충청,103736.0,164679.0,5516.0,5640.0,7387.0
20141011,강원,63302.0,6846.0,720.0,1321.0,113362.0
20141011,경기,547708.0,117442.0,5418.0,8590.0,74565.0
20141011,경상,9482.0,6979.0,20100.0,400772.0,1726.0
20141011,전라,4461.0,6656.0,157942.0,18367.0,795.0
20141011,충청,108575.0,164314.0,6932.0,6767.0,8598.0
20141012,강원,65587.0,6871.0,721.0,1493.0,99203.0
20141012,경기,457741.0,95662.0,3507.0,6332.0,51187.0
20141012,경상,9012.0,7128.0,16092.0,341206.0,1545.0
20141012,전라,5345.0,7188.0,133869.0,16552.0,644.0
20141012,충청,100683.0,136743.0,5123.0,4630.0,6028.0
20141013,강원,46832.0,5765.0,516.0,933.0,72011.0
20141013,경기,603546.0,103215.0,2846.0,6192.0,49370.0
20141013,경상,6205.0,4276.0,10645.0,325072.0,995.0
20141013,전라,3065.0,4335.0,115620.0,10244.0,552.0
20141013,충청,93197.0,152496.0,4190.0,4375.0,6172.0
20141014,강원,45274.0,5675.0,501.0,1086.0,76582.0
20141014,경기,608773.0,94703.0,3078.0,6778.0,47030.0
20141014,경상,6531.0,4714.0,11622.0,367089.0,1110.0
20141014,전라,2629.0,3902.0,122395.0,10926.0,485.0
20141014,충청,91984.0,154785.0,4396.0,5141.0,6456.0
20141015,강원,46298.0,5956.0,490.0,1122.0,76512.0
20141015,경기,610441.0,93780.0,2866.0,6518.0,46947.0
20141015,경상,7196.0,4839.0,11814.0,368890.0,1095.0
20141015,전라,2849.0,4173.0,121592.0,11476.0,522.0
20141015,충청,93545.0,158336.0,4546.0,5222.0,6466.0
20141016,강원,46443.0,5833.0,523.0,1179.0,75500.0
20141016,경기,606364.0,93264.0,2845.0,6434.0,46534.0
20141016,경상,7072.0,4887.0,11793.0,366599.0,1120.0
20141016,전라,3024.0,4195.0,122294.0,11437.0,560.0
20141016,충청,94135.0,156174.0,4537.0,5087.0,6402.0
20141017,강원,53961.0,6804.0,680.0,1296.0,86975.0
20141017,경기,635141.0,106651.0,4008.0,7965.0,61191.0
20141017,경상,8786.0,5986.0,14510.0,392948.0,1439.0
20141017,전라,3595.0,5203.0,137892.0,13654.0,707.0
20141017,충청,106453.0,170094.0,5998.0,6502.0,7868.0
20141018,강원,62838.0,6738.0,626.0,1309.0,113158.0
20141018,경기,562387.0,120375.0,5917.0,8882.0,77829.0
20141018,경상,7855.0,6061.0,19434.0,400578.0,1707.0
20141018,전라,3949.0,6605.0,160873.0,17033.0,702.0
20141018,충청,111046.0,172917.0,7365.0,6911.0,8923.0
20141019,강원,67318.0,6796.0,749.0,1456.0,105414.0
20141019,경기,457998.0,97766.0,3473.0,6583.0,53350.0
20141019,경상,8211.0,6403.0,16997.0,357968.0,1355.0
20141019,전라,5301.0,7271.0,149508.0,18896.0,596.0
20141019,충청,103100.0,144680.0,5630.0,4892.0,6491.0
20141020,강원,42732.0,5250.0,549.0,980.0,68155.0
20141020,경기,544621.0,94212.0,2959.0,5969.0,42148.0
20141020,경상,6597.0,4416.0,11048.0,343941.0,1016.0
